Title: VI719805148469395457
[00:40:32] 就是越往后面收的人
[00:40:35] 假如你是一个赚十万的销售
[00:40:37] 或赚二万的销售
[00:40:38] 其实你愿意为了一年年提升
[00:40:39] 去输出很高的营业成本来讲
[00:40:42] 那么这些东西我觉得就是后面所用的
[00:40:44] 去做为了读作为人群
[00:40:46] 不过像我上次跟你去聊
[00:40:51] 一开始我读过AI的人群
[00:40:53] 其实就是一部分
[00:40:56] 六十万到一万二千四的那种人群
[00:40:59] 它其实会为了一些更好的效果
[00:41:03] 去更多的去探索内容的边界
[00:41:06] 这东西可能虽然那个时候AI很贵
[00:41:08] 但是这个东西可能虽然那个时候AI很贵
[00:41:08] 但是这个东西可能虽然那个时候AI很贵
[00:41:09] 但是这个东西可能虽然那个时候AI很贵
[00:41:09] 对于它的时候无所谓
[00:41:11] 它看中的是下一步
[00:41:14] 更看重的是可能性
[00:41:16] 或更看重的是这个东西
[00:41:17] 是不是可能给它视频带来不一样的呈现
[00:41:21] 这个呈现它能够去意识到这个呈现的价值
[00:41:24] 这个呈现可能让它能够去
[00:41:26] 在它现在的流量平均之外
[00:41:28] 去做一个新的那种热闹方式也好
[00:41:31] 或者去做一个新的流量平均方式
[00:41:36] 但这个前提就是
[00:41:38] 对吧
[00:41:39] 就是你得拿到别的信息
[00:41:43] 我觉得这是硬件的一个关键点
[00:41:46] 能够更常识一下它在
[00:41:50] 然后视觉就是基于我们算法的优势
[00:41:52] 和我们现在所谓的差异化的点
[00:41:55] 我们再去读
[00:41:57] 对吧
[00:41:57] 如果一个视频为读
[00:41:58] 能够去读一些很多东西
[00:42:07] 这个纯音频相关的东西
[00:42:11] 好吗
[00:42:12] 对吧
[00:42:17] 那我们现在的设计
[00:42:19] 现在看起来是生活方式
[00:42:20] 对吧
[00:42:21] 对
[00:42:22] 我觉得这挺好讲的
[00:42:25] 得到了效率的场景去做什么
[00:42:28] 就比如标题
[00:42:29] 其实我觉得标题是很重要的一个东西
[00:42:32] 效率场景对于你一定是文字化的呈现
[00:42:37] 你看微博的热网
[00:42:40] 为什么微博的热网是一个出门字链
[00:42:42] 是一个出门字的东西
[00:42:44] 包括微博
[00:42:45] 现在微博和小红书那么强调文字
[00:42:48] 其实这都是效率的
[00:42:51] 其实我刚才有一点点讨论
[00:42:59] 就是关于后续的这个
[00:43:01] 现在我们的关键状态就是
[00:43:05] 我们先不考虑这个上传的速度
[00:43:08] 在美国很快
[00:43:10] 那么我们的视频其实传上去之后
[00:43:12] 从完成到最后输出结果
[00:43:16] 其实这个中间处理过程还是蛮长的
[00:43:18] 因为我们要做很多事情
[00:43:20] 做基础的视频分析
[00:43:22] 我们可能还要因为要去试验
[00:43:24] 这个人是谁
[00:43:24] 还要做人物试验
[00:43:26] 那么我们还要去做智能线电
[00:43:28] 那么整个一套流程跑下来之类的
[00:43:29] 那么我们还要去做智能线电
[00:43:30] 其实有很多的能够
[00:43:32] 每一步都是在对应不同的一个结果的一个传出
[00:43:36] 对
[00:43:37] 那么这一套流程就很长
[00:43:39] 再加上如果说我们强调一个外装
[00:43:41] 一个概念的话
[00:43:42] 你就是希望一个服务移植带
[00:43:44] 但以我个人的使用体验来说
[00:43:46] 我可能就去上厕所就搬一下
[00:43:49] 上厕所你是肯定我带的
[00:43:50] 除非你不带不带回去
[00:43:51] 对
[00:43:52] 但你就按多了之后
[00:43:54] 你四个小时就上厕所
[00:43:56] 那你的四个小时就上厕所
[00:44:00] 那你如果说三个小时上厕所
[00:44:02] 那三个小时上厕所
[00:44:03] 那处理下来的可能
[00:44:05] 处理比如说你要
[00:44:07] 你要一个按钮
[00:44:09] 或者说你不是每次
[00:44:11] 不管是直接传还是要
[00:44:13] 因为你如果说直接传的话
[00:44:15] 你传的过程中
[00:44:16] 你要因为你要开完班了
[00:44:17] 那它一开公号直线上传
[00:44:19] 那我自己其实我不会
[00:44:21] 现在有一个密码就传
[00:44:22] 我平常就等我休息的时候
[00:44:25] 我跟我出去吃饭的时候
[00:44:25] 我就把传完电我再传
[00:44:27] 这种情况就会导致接收性
[00:44:30] 这种情况就会导致接收性
[00:44:35] 这个是二点
[00:44:36] 是因为度过程有一些
[00:44:37] 一个人会出发
[00:44:39] 一个人会去找室企
[00:44:41] 这些人他的机会
[00:44:42] 它就是用一个银行的
[00:44:44] 一些人的无线电
[00:44:45] 这个一切
[00:44:59] 我就会去找
[00:45:00] 关键时间复发就不会在会议中继续做复发
[00:45:05] 总的能解
[00:45:06] 其实这里面就两个场景
[00:45:09] 就是看风给云红养分
[00:45:10] 第一个就是被动场景
[00:45:12] 或者叫自动场景
[00:45:14] 就是每天晚上或者还有一个时间点
[00:45:16] 他的复盘时间点
[00:45:17] 你的整理时间点
[00:45:19] 就用我们克劳顿部的一个做梦机制
[00:45:22] 晚上整理
[00:45:23] 我觉得就是可以给云红养分这样的习惯
[00:45:26] 这是第一个
[00:45:26] 第二个主动场景
[00:45:27] 我觉得刚刚聊的
[00:45:29] 上午聊完东午就要整理
[00:45:31] 下午就要发一个报告给老板
[00:45:33] 这个东西就是要主动出发
[00:45:36] 做好主动出发同步就行
[00:45:38] 把这两个场景做好
[00:45:40] 其他的至于我随时随地都要打开
[00:45:43] 去看到这个东西
[00:45:44] 没有这个运气要给到用户
[00:45:47] 你也不需要去焦虑这个事情
[00:45:51] 对
[00:45:51] 最重要是你去手动出发就行
[00:45:54] 我觉得我们现在真的在一个
[00:45:55] 有的时候我们往前看
[00:45:57] 就是以前我们现在会嘲笑
[00:45:59] 那些人
[00:45:59] 是说马车已经够快了
[00:46:02] 为什么还要甩两辆汽车
[00:46:03] 包括当时那个Macbook出来的时候
[00:46:05] 那个Personal Computer出来的时候
[00:46:07] 说这个Personal Computer又快又贵
[00:46:08] 大家又不需要
[00:46:09] 我拿着笔记一下不就好了吗
[00:46:11] 为什么还有Personal Computer
[00:46:13] 现在看起来其实其实当时的这些节目
[00:46:15] 都是笑话
[00:46:16] 但是现在你看我们自己
[00:46:18] 在这个中间的这扎扎口的时候
[00:46:21] 当一个东西它没有好的那么明显
[00:46:23] 但是first principle第一性原理就是对的
[00:46:28] 就是对的
[00:46:28] 第一性原理就是你要给
[00:46:29] AI足够的context
[00:46:31] 包括视觉
[00:46:32] 包括音频
[00:46:33] 因为我大概懂团队的焦虑
[00:46:34] 因为的确就是要实现那个理想态
[00:46:37] 其实还是理想态的
[00:46:38] 我觉得大家都get
[00:46:39] 但是实现理想态那个路径
[00:46:41] 其实还是会有很多很多困难
[00:46:43] 我觉得就是其实是切分场景
[00:46:46] 切入点的少做
[00:46:49] 就刚刚那些东西
[00:46:50] 我觉得是不要求
[00:46:51] 就不要求时时刻刻还动一个啥
[00:46:54] 或许认为一次运作
[00:46:55] 或者WiFi
[00:46:56] 其实晚上要统一一下
[00:47:00] 你传一下这个没重要
[00:47:01] 我觉得就通过产品设计
[00:47:03] 游戏化的引导
[00:47:04] 或者通过硬件的升级ECM
[00:47:06] 或者通过其他东西
[00:47:07] 就应该去养成一个习惯
[00:47:08] 就是做这些事情
[00:47:10] 然后至于其他的更复杂的东西
[00:47:12] 真的咱要做不好
[00:47:13] 咱就先不做
[00:47:15] 但就是我们得先确保
[00:47:17] 就是它不能
[00:47:19] 就它得在这个路径上
[00:47:22] 就不能说这个东西真的就是获取不到了
[00:47:25] 那我就需要去让它去保命于诱
[00:47:27] 很多很多其他路径
[00:47:29] 就还是不太行
[00:47:31] 就我有两个
[00:47:32] 比如我监测到你今天到底开了
[00:47:34] 想要知道你今天到底开十个会
[00:47:37] 还是不开十个会
[00:47:38] 我们有两种问题
[00:47:39] 房间凹凸入口
[00:47:40] 对吧
[00:47:40] 一劳永逸
[00:47:42] 或者还有一些情况下
[00:47:43] 我通过这个东西完全录了
[00:47:45] 录了你一天上场了
[00:47:46] 我自然能够通过切片和分析
[00:47:48] 这是理想态
[00:47:49] 那中间态是不是能够去
[00:47:51] 大概去识别一些时间点和
[00:47:54] 可能这个时间点里面就是有会议桌
[00:47:57] 就是在高度
[00:47:58] 就是在密集的说话
[00:48:00] 那这个东西能够去在端测也好
[00:48:03] 或者在预处理
[00:48:04] 能预处理也好
[00:48:05] 单独把这个场景单独识别出来
[00:48:08] 去做一个个人context的一个学习
[00:48:12] 因为你是个上班的人
[00:48:13] 他是一个销售
[00:48:15] 或他是个什么
[00:48:16] 他大概还是有规律的
[00:48:18] 和你今天在密集在说话
[00:48:20] 和一个不说话的开会
[00:48:21] 它还是也是能够有挺明显的区别
[00:48:25] 按照这种目的
[00:48:25] 他起码能够保证我还有三个先生
[00:48:29] 通过记录再去解决问题
[00:48:31] 通过记录的推动
[00:48:32] 你再去解决问题
[00:48:38] 因为其实你看opencloud
[00:48:40] 它其实强大的点
[00:48:42] 它是能够把输入和输出
[00:48:45] 它都做了一个完整的配置
[00:48:47] 输入它允许各种东西输入
[00:48:50] 输出还有允许各种channel
[00:48:51] 各种场景的输出
[00:48:53] 所以大家很好用
[00:48:54] 大家觉得很好用
[00:48:55] 就是真正谁觉得很好用
[00:48:58] 只是真正你把这些东西全部解决了
[00:49:00] 解决的人你会觉得很好用
[00:49:02] 因为你能够去按照自己的生活习惯
[00:49:05] 去把你所有东西的
[00:49:06] 输入和所有东西输出
[00:49:08] 按照你的习惯去做绑定
[00:49:09] 那这个轮起的过程
[00:49:10] 可能我反正搞了三天
[00:49:13] 我才把他就真正就三天
[00:49:16] 每天七八个小时去完成调的非常好用
[00:49:20] 对于普通人来说其实就很难
[00:49:22] 对于即使是创始人群
[00:49:24] 没有人会这么做的
[00:49:26] 我们可能就是为什么要
[00:49:29] 我已经为什么要做作品
[00:49:31] 其实就硬件这件事情帮我们解决了
[00:49:35] 把大量的输入变得简单了
[00:49:37] 通过识别和音频去识别出来
[00:49:41] 通过你业界的物理业地理位置空间感知什么的
[00:49:46] 对于场景的获知去解决了
[00:49:48] 也就凹凸了解决了这些东西
[00:49:50] 就是算法
[00:49:54] 当你拿到全部的东西输出
[00:49:56] 我觉得反而是现在因为
[00:50:00] 我们的优势就是我们的算法更快
[00:50:04] 但至于推理部分它还没有什么差异
[00:50:07] 都用的各家模型
[00:50:10] 你说谁能推理不出来
[00:50:12] 推理层面我觉得就是产品交互
[00:50:15] 你在玩的事情
[00:50:16] 和用户场地用户人群定义的要段的事情
[00:50:19] 我们去促进那个循环
[00:50:21] 定义努力是对的
[00:50:26] 这是不能做的
[00:50:28] 或者即使你凹凸不可
[00:50:33] 对问题要求解决
[00:50:34] 那你应该想清楚什么时候下调查
[00:50:38] 或者那些东西就是对你根本不关键
[00:50:42] 这种问题功耗就是很难解决
[00:50:44] 我今天就需要去
[00:50:46] 就是我们给用户提供的
[00:50:48] 一定不是保密凹凸录
[00:50:49] 它应该是保密凹凸录
[00:50:51] 就是实现它的自动录制
[00:50:53] 我今天我告诉你
[00:50:55] 我不会在你厕所或者在其他地方下去看
[00:50:58] 它会按照你凹凸录的
[00:51:01] 今天有10个日程
[00:51:02] 三个日程
[00:51:02] 两个日程是健身
[00:51:03] 我不想录健身
[00:51:04] 不想录人家吃饭
[00:51:05] 我就想录这三个讨论
[00:51:07] 这三个讨论
[00:51:08] 它就会在这个影片里面
[00:51:11] 或者是有个定时任务
[00:51:12] 会在那个时间点不停开启
[00:51:14] 这个也是对于用户来说
[00:51:15] 很好的一个场景
[00:51:16] 很好的一个教育场景
[00:51:18] 保密凹凸录自动录会
[00:51:20] 我不需要你开
[00:51:23] 不需要你关
[00:51:23] 你定期
[00:51:26] 对吧
[00:51:26] 我下次写周报的
[00:51:27] 加入我下次写周报的床
[00:51:29] 你自动关机这一周
[00:51:31] 给我们哪些事情做
[00:51:32] 哪些事情没做了
[00:51:33] 大概给我
[00:51:34] 对吧
[00:51:36] 你要不要再看看
[00:51:38] 我们不是还有MOSI desktop吗
[00:51:40] 嗯
[00:51:41] 我们Idea录信就是从Desktop
[00:51:47] 然后从Desktop录屏
[00:51:49] 然后再到现实网络录屏
[00:51:51] 这是我们Idea录信
[00:51:52] 然后拿到这些数据
[00:51:54] 能训练我们自己的MOSI
[00:51:58] 这个步骤层面就是
[00:52:00] 从MMS视觉理解
[00:52:02] 然后再加工后的动作
[00:52:04] 然后之前聊的我们成绩里面的
[00:52:07] 就是这三个词
[00:52:08] 前面就是
[00:52:10] 因为有视觉给它听传信息
[00:52:12] 所以我希望说
[00:52:14] 随时应该加工的时候
[00:52:15] 不需要补充的上下文
[00:52:18] 然后第二个的话就是
[00:52:19] 它既然能拿到那么多上下文
[00:52:21] 让它足够的聪明
[00:52:22] 所以有的时候在投射时机
[00:52:24] 希望AI是主动的去为你提供服务
[00:52:27] 我看你电脑上还登了微信
[00:52:29] 万一这些路口你微信里面
[00:52:30] 就是希望
[00:52:32] 希望你看到吗
[00:52:33] 我怎么会看到
[00:52:34] 我都会看到
[00:52:35] 都是你自己会希望
[00:52:36] 我现在我们这公司的产品
[00:52:38] 我没用
[00:52:40] 然后第三个就是底线
[00:52:42] 就是Safe
[00:52:43] 这块也主要是技术测试完成
[00:52:46] 然后这前两项主要是产品一些功能
[00:52:49] 就是希望能够达到这两个词
[00:52:52] 然后目标用户的话
[00:52:54] 现在我们Ladstop还是给就是偏工作的人群
[00:52:58] 然后目前
[00:53:00] 这边就是有一些发展的场景
[00:53:03] 然后以及就分成两个路
[00:53:05] 我怎么拿到用户的这些视觉数据
[00:53:08] 然后我们会通过
[00:53:10] 就是汇入品
[00:53:11] 就是类似于
[00:53:13] 你年了日历
[00:53:15] 他干了
[00:53:15] 知道了你麦克风开了
[00:53:17] 然后这个时候他会问你
[00:53:18] 你要不要开始录制
[00:53:19] 你们现在在用什么会议团阶
[00:53:22] 现在
[00:53:23] 电子后续
[00:53:25] 那这些他们都会有无处
[00:53:27] 我们在这个之外
[00:53:28] 我们为什么需要
[00:53:31] 之前像他们用Fathom
[00:53:34] 就是会有那种机器人
[00:53:36] 会有些人讲介意
[00:53:38] 然后像我们这个的话
[00:53:39] 就是我是一个很低等度的感觉
[00:53:41] 他不知道
[00:53:41] 对他不知道
[00:53:42] 然后后面就是说
[00:53:44] 我会把
[00:53:45] 这个录会议这个scope扩大
[00:53:47] 我相当于录全天
[00:53:49] 然后AI就能够知道有更多的习惯
[00:53:53] 他可以有一些智能的推送
[00:53:55] 嗯
[00:53:55] 对
[00:53:56] 就是会大量的去录你的聊天
[00:53:58] 你工作软件
[00:53:59] 呃
[00:53:59] 如果非常在隐私
[00:54:01] 我们是提供可以排除隐私应用的
[00:54:04] 我们先不谈隐私
[00:54:05] 就是就我们这里面
[00:54:06] 最重要的就是也是要录聊天
[00:54:09] 嗯
[00:54:10] 这电脑上其实就是开会
[00:54:12] 往聊天啊
[00:54:13] 网页浏览
[00:54:14] 其实不在意聊天
[00:54:16] 最多在意的是可能你通过
[00:54:18] 比如说slack飞书这一步的工作过程
[00:54:21] 啊
[00:54:21] 对
[00:54:23] 就是当你跟这个人聊了好几点时间
[00:54:26] 啊
[00:54:26] 然后再去另外一个事情
[00:54:28] 这个人聊的事情
[00:54:28] 你可能他能看到什么什么
[00:54:30] 对对对
[00:54:30] 可能忘了
[00:54:31] 是
[00:54:32] 呃
[00:54:33] 这个就相当于
[00:54:34] 大老用户的两条路
[00:54:37] 然后目前暂时只到会议录屏这个阶段
[00:54:41] 后面才会做全天候的录屏
[00:54:43] 嗯
[00:54:44] 现状
[00:54:45] 然后
[00:54:46] 呃
[00:54:47] 主要还是说想因为memories呢
[00:54:49] 我们是希望我拿到那么多视觉的数据去帮用户
[00:54:54] 减轻他的这些记忆负担
[00:54:56] 如果AI AI可以帮你们这里的整理
[00:54:59] 嗯
[00:55:00] 然后大致分了这四点
[00:55:02] 然后目前也是先做第一类就是三星的CRM memory
[00:55:07] 然后我有不同的会议类型
[00:55:10] 比如说我约好时间的正式会议
[00:55:14] 然后以及后面会做全天候录屏
[00:55:17] 你跟别人的沟通
[00:55:18] 以及像我们现在这种临时没有拉会的会议
[00:55:22] 就是不同的会议类型
[00:55:24] 嗯
[00:55:24] 对
[00:55:25] 然后目前是这里做到这个
[00:55:27] 这个阶段
[00:55:28] 然后呃
[00:55:30] 提供的具体的功能的话
[00:55:33] 嗯
[00:55:34] 可以看这个
[00:55:35] 就是
[00:55:38] 现在是这个版本做好了
[00:55:40] 相当于这边是open call的功能
[00:55:42] 就是正常的chance
[00:55:43] 嗯
[00:55:44] 然后第二部分的话就是现在做到录制会议
[00:55:48] 然后他能够拿到你的会议信息后
[00:55:52] 他可以去就是很主动的
[00:55:55] 就是说啊
[00:55:55] 你刚刚开完这个会
[00:55:57] 比如说你说知道说要会后我们约一个会议
[00:56:00] 会后我要给你发某个文件
[00:56:02] 然后我们现在拿到的这些信息
[00:56:04] 他会主动问你说要不要替你完成
[00:56:07] 然后说OK
[00:56:07] 然后然后像约会议啊
[00:56:10] 什么找文件或者发个email
[00:56:12] 这个东西还是可以帮你做的
[00:56:16] 嗯
[00:56:18] 还有一些功能
[00:56:19] 比如说
[00:56:20] 刚才提到的这种主动性就是在会前
[00:56:24] 他知道你什么时候开会
[00:56:27] 他可以去主动的帮你搜索你曾经跟这个人的开会的历史记录
[00:56:34] 有一些就是总结
[00:56:36] 就是会前的一个服务
[00:56:38] 然后像会议中的话
[00:56:40] 就是当我在录制过程中
[00:56:43] 你跟别人说的话
[00:56:45] 别人共享的屏幕
[00:56:47] 其实AI都看得到
[00:56:48] 听得到
[00:56:49] 然后他可以给你一些
[00:56:53] 开会时候的一些建议
[00:56:54] 可能一些谈判的技巧啊
[00:56:56] 会在提出的一些建议
[00:56:58] 这是会议中
[00:57:00] 然后会议后的话就是刚才提到的
[00:57:02] 我录制完成了
[00:57:04] 我主动帮你留总结
[00:57:06] 然后总下会问你
[00:57:09] 是需要我主动的帮你完成这些任务
[00:57:12] 目前是做到大概这个程度
[00:57:16] 在后续的话就是有了更多的
[00:57:19] 两天后的录屏的视觉信息
[00:57:23] 它可以补全
[00:57:24] 就是像CRM这一块的
[00:57:26] 碎片化信息
[00:57:27] 再加你会议的信息
[00:57:29] 这个会补全
[00:57:30] 然后另外就是
[00:57:31] 他既然一直在看你的屏幕
[00:57:34] 可能比如说
[00:57:35] 你现在一直在做一个反复的操作
[00:57:38] 比如说我我发发票
[00:57:40] 我一直上传
[00:57:41] 没写上传停写
[00:57:42] AI就会说
[00:57:44] 意思是我我有这个能力
[00:57:46] 你要不要让我帮你玩这种重进而动
[00:57:50] 然后再到后面的话
[00:57:51] 就是可能大家有一些生活习惯
[00:57:55] 比如说每天早上我要写
[00:57:57] 这样会有的一些总结
[00:57:58] 然后或者说我有一个任务期
[00:58:00] 我一直在搜索
[00:58:02] 关于硬件的那些信息
[00:58:04] AI有任何信息
[00:58:06] 它可以重复帮你
[00:58:08] 像你说
[00:58:10] 我就心里预写好了
[00:58:12] 知道你最近对AI硬件感兴趣
[00:58:15] 我可以每天在周期内去给到你这些推进
[00:58:20] 就是这个产品
[00:58:24] 其实说
[00:58:25] 大的蓝图
[00:58:26] 我目前就是只够到这个
[00:58:29] 嗯
[00:58:30] 嗯
[00:58:32] 嗯
[00:58:33] 那我们
[00:58:35] 因为我其实比较担心的是
[00:58:37] 反正是今天什么
[00:58:38] 嗯
[00:58:39] 英国飞出吗
[00:58:40] 嗯
[00:58:42] 对
[00:58:42] 因为我已经费收他那个会议完之后
[00:58:44] 就很开阔他电子 shut it
[00:58:46] 我都不是我了
[00:58:47] 吃不饱
[00:58:47] 然后后面总结的读啊
[00:58:49] 其实就很很老
[00:58:50] 就指
[00:58:51] 就打通龙虾路里的就一步的事情
[00:58:54] 也不是一个很复杂的基础战略
[00:58:57] 然后至于后面其他的碎片
[00:59:01] 或什么的我理解其后
[00:59:02] 可能要找到一个关键的场面
[00:59:05] 因为我理解我们的产品
[00:59:07] 要随时出了增长
[00:59:10] 我之前有一个有意思的场景可以分享
[00:59:17] 也是美国那家公司
[00:59:19] 做了一个面试辅助系统
[00:59:22] 他对他解决其实就是面试打草床
[00:59:27] 对这个场景
[00:59:30] 我觉得二胎子子也很多
[00:59:32] 贪污投资人跟我们是一个投资人
[00:59:35] 但最近被爆了
[00:59:37] 对我一些这种东西
[00:59:40] 其实就会稍微更明确一点
[00:59:43] 就是这里面我们可能
[00:59:49] 可能真的要去学一个点
[00:59:51] 如果我们真的是会议
[00:59:52] 会议其实是个特别
[00:59:53] 明确的点
[00:59:55] 那我们这种可能就要去切
[00:59:57] 比如
[01:00:00] 他不用回出或者我们赌注我们
[01:00:02] 他就不会去进去做的那个产品
[01:00:05] 我觉得可能呢
[01:00:06] 肯定能切开一部分市场
[01:00:08] 看看其他的比如
[01:00:10] 就是这种
[01:00:11] 就不在于的单独场景里面
[01:00:13] 比如重复性操作
[01:00:15] 对吧或者你的
[01:00:17] 就是大量的碎片化
[01:00:19] 或者跨现成的网页浏览
[01:00:21] 文件操作这些里面
[01:00:23] 是助我们找到一个类似于刚刚那种
[01:00:26] 面试这种场景
[01:00:27] 你会议这个场景坦诚切进去吗
[01:00:30] 你觉得是做的都比较好
[01:00:32] 因为我对就是它是个贺北明确的场景
[01:00:35] 你现在假如我们随便有面试的人
[01:00:38] 周边录屏后录啥
[01:00:40] 他一定会告诉你是录的是会议
[01:00:42] 然后这里面解决方案合作
[01:00:44] 竞争对手其实
[01:00:45] 就是各个大厨的
[01:00:47] 这个会议会议软件
[01:00:50] 然后而且他们就关键是现在发起会议
[01:00:54] 他本身就是会议分散在
[01:00:55] 对各个会议 vp 里面
[01:00:58] 然后
[01:00:59] 因为我们就是个下一场很难受
[01:01:03] 所以是所以不加关系
[01:01:06] 我们还是可以跨平台会议
[01:01:07] 嗯
[01:01:09] 嗯
[01:01:10] 但是是不是
[01:01:11] 大朋友过后就喜欢在一个人身上
[01:01:13] 嗯不会啊
[01:01:14] 就有些时候总有些时候
[01:01:16] 比如说我们跟那种大公司聊的时候
[01:01:17] 你们看都是用他们自己的那个专门的会议
[01:01:21] 我们还不能发我们的会议
[01:01:23] 但是我们要评论自己可以评论对
[01:01:25] 然后我们又有腾讯又有
[01:01:27] 什么各种各样的你会评论很多的
[01:01:29] 其实大家不会喜欢对
[01:01:30] 但是就有这种有这种自己会议平台的公司
[01:01:35] 这些公司他们肯定不会用
[01:01:37] 我们是卖给给这些公司开会那些人
[01:01:39] 不是或者给我们
[01:01:41] 如果这边可能有个思路的话
[01:01:42] 就是
[01:01:44] 就是为公司内部人比如我我是如果
[01:01:46] 我跟自己的我还有自己的我我不认别
[01:01:49] 因为妙计很好用
[01:01:51] 然后但是呢就你刚刚说上你跟飞处的人开会
[01:01:54] 他不让你录
[01:01:56] 那其实你可以去通过这个情况下去录
[01:01:58] 或者今天开这个会你不适合家里自己人
[01:02:00] 这个人去对到底是啥
[01:02:03] 但是如果你一直是一家公司
[01:02:05] 不知道让你去做什么
[01:02:07] 假如这个比例都大概也会让他在机器人
[01:02:13] 如果这个场景真的就是很危险
[01:02:14] 或很同时和不让我接上现在安装的东西
[01:02:17] 国外有一家公司就是靠不靠机器人这个事
[01:02:20] 然后再加上一边写就是你这你成为过人了
[01:02:25] 不知道但我我的点就如果在公司内部他用这个软件
[01:02:29] 后面大概有一个公司会把这个录取进教练
[01:02:32] 那你没法分辨
[01:02:35] 对
[01:02:36] 这么一点
[01:02:37] 你看你看你看跟着其实对我们公司来说
[01:02:40] 他做的很好
[01:02:40] 你也有写完钱
[01:02:42] 但是比如我们公司他消费我会说对外的客户
[01:02:45] 他还是会用写微信
[01:02:46] 因为写微信他就是对外的机器人
[01:02:49] 对
[01:02:50] 你客户这种意义是会用写微信
[01:02:52] 对
[01:02:53] 你用微信用这种理由
[01:02:56] 用企业微信的关键点是大家都有微信
[01:02:59] 写微信在微信里面有通道
[01:03:01] 嗯
[01:03:02] 嗯
[01:03:02] 嗯
[01:03:04] 这是关键的点
[01:03:05] 对吧
[01:03:10] 反正我觉得我们做了肯定有价值
[01:03:12] 我就是觉得第一怎么增长
[01:03:15] 第二个就是增长之后会有风险
[01:03:18] 天气从哪切
[01:03:22] 现在还有一个公司叫monaco
[01:03:24] 他们就是现在就是ribbon generation
[01:03:26] 他们
[01:03:30] 嗯
[01:03:31] 觉得嗯
[01:03:33] 我觉得非常很怪
[01:03:34] 就是这个会议演个多次
[01:03:37] 能变得比较关键
[01:03:38] 比如跟什么人卖卖钱
[01:03:40] 就是钱定的
[01:03:51] 然后就是写一个微信
[01:03:54] 但我不认为这个会有问题
[01:03:56] 只要是用微信
[01:03:58] 肯定他们会开始出声
[01:04:00] 并且会有赚钱
[01:04:01] 我是说说
[01:04:02] 可以开心地做一些微信
[01:04:03] 然后给他们投门
[01:04:05] 然后让他们给我一个大胆的
[01:04:06] 去到一个微信
[01:04:08] 我真的是觉得
[01:04:08] 那是我要提供一个原因
[01:04:10] 很重要
[01:04:11] 很多人的精神
[01:04:11] 他们有这个未经认同的
[01:04:13] 必须做一个微信
[01:04:15] 最重要的就是
[01:04:17] 对于一个微信
[01:04:17] 这个公司的尝试
[01:04:19] 特别重要的地方就是
[01:04:20] 对于一家小公司来说
[01:04:21] 他也不会每天换回一瓶来吧
[01:04:24] 会我们如果我们俩开会
[01:04:25] 我们会
[01:04:27] 我会用各种我们总一般用的
[01:04:29] 总我们听随多
[01:04:31] 然后但是有些时候自己内部有些
[01:04:32] 时候网络不好也会用腾讯
[01:04:34] 不是卖给小公司
[01:04:36] 只卖给小公司的创始人
[01:04:39] 但是还是个人使用
[01:04:40] 而不是一个公司来去输入的
[01:04:43] 还是个人去输入的
[01:04:45] 个人他会推给一下人
[01:04:47] 比如说我可以推给
[01:04:49] 我放着
[01:04:50] 然后我们后面找到销售
[01:04:51] 我可以推销售
[01:04:55] 主要是这样
[01:04:56] 就是这个主要就是来源
[01:04:57] 我现在我们现在欧布克劳
[01:04:59] 我用的很少
[01:05:01] 虽然我花了很多钱
[01:05:02] 但是我每次
[01:05:04] 我现在每天换到左右
[01:05:09] 但是这个价值大很大
[01:05:12] 我觉得你这个场景
[01:05:14] 那其实不是会议的场景
[01:05:16] 对它是个人是AIC for staff场景
[01:05:19] 它是把你的个人的随便话信息
[01:05:21] 就是
[01:05:22] 你的
[01:05:23] 你的
[01:05:23] 你的
[01:05:23] 你信息是放的信息都比较随便话
[01:05:27] 但是你总有各种各种的时间点
[01:05:30] 比较对外输出
[01:05:32] 那在没有AI的时候
[01:05:34] 大家对外输出就只能
[01:05:36] 每次都你要输出的时候
[01:05:37] 因为你输出的时候也是比较
[01:05:39] 就是随时来的
[01:05:40] 但不是固定时间点
[01:05:41] 可能这个人问一下
[01:05:42] 就什么那个人问一下
[01:05:43] 就输出
[01:05:44] 你每次输出的时候
[01:05:45] 就得去整理一些随便话信息
[01:05:47] 因为你输出的时候
[01:05:48] 都会有不同的姑娘
[01:05:49] 同一段话
[01:05:50] 给不同的人
[01:05:51] 你每次怎么说
[01:05:53] 对不对
[01:05:53] 对
[01:05:58] 后来我问你一个
[01:05:59] 就是比较好玩的问题
[01:06:01] 假如现在开会
[01:06:02] 咱们又开了这个会议的软件
[01:06:04] 你又带着拼
[01:06:06] 你后面希望谁来解决这个事情
[01:06:08] 后面都是同样的面
[01:06:10] 都在一块
[01:06:11] 就是两个都记录是吗
[01:06:14] 那都可以吗
[01:06:14] 你想电脑就这样直接记录
[01:06:17] 就是直接记录
[01:06:18] 电脑有这个路
[01:06:19] 你也可以吗
[01:06:20] 我是希望
[01:06:22] 如果只有一个
[01:06:23] 我是希望
[01:06:24] 因为你看那些文档的文档会议录屏
[01:06:33] 或者人家这条路的更清澈
[01:06:34] 对
[01:06:35] 但是电脑对我来说
[01:06:37] 就我个人喜欢的电脑
[01:06:39] 我可以反正做的非常的
[01:06:40] 结果化
[01:06:41] 但是拼带在身上
